Product Name,New Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender,
TRENDYOL Hoodie with Kangaroo Pocket,2099,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20210903/serx/61312ca47cdb8cb824147779/trendyol_grey_hoodie_with_kangaroo_pocket.jpg,221,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-hoodie-with-kangaroo-pocket/p/460996137_gray,gray,Women,
TRENDYOL Graphic Print Hoodie,2499,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221012/iiWv/6346dba6aeb269659c40042c/trendyol_pink_graphic_print_hoodie.jpg,309,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-graphic-print-hoodie/p/469038662_rose,rose,Women,
TRENDYOL Sweatshirt with Contrast Taping,2199,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20210903/mQK7/6131457c7cdb8cb82414c19c/trendyol_grey_sweatshirt_with_contrast_taping.jpg,214,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-sweatshirt-with-contrast-taping/p/460995800_gray,gray,Women,
Barrels And Oil Round-Neck Top with Chain Accent,1399,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20210716/zS4p/60f1a565f997ddb3122921e9/barrels_and_oil_green_round-neck_top_with_chain_accent.jpg,304,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/barrels-and-oil-round-neck-top-with-chain-accent/p/460911207_mint,mint,Women,
Xint Playsuit with Belt,2999,Clothing,Jumpsuits &Playsuits,https://assets.ajio.com/medias/sys_master/root/20230914/kKLE/65031be6afa4cf41f5e4de34/xint_grey_playsuit_with_belt.jpg,174,Premium quality Jumpsuits &Playsuits at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/xint-playsuit-with-belt/p/469490398_darkgrey,darkgrey,Women,
Glamorous Floral Print Sheath Dress,3199,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/yhfe/65031db6ddf7791519d881b4/glamorous_blue_floral_print_sheath_dress.jpg,163,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-floral-print-sheath-dress/p/460918883_printed,printed,Women,
Oxxo Slim Fit City Shorts with Insert Pockets,1699,Clothing,Shorts,https://assets.ajio.com/medias/sys_master/root/20220912/83Dv/631f5806aeb269dbb384073e/oxxo_yellow_slim_fit_city_shorts_with_insert_pockets.jpg,400,Comfortable shorts in breathable fabric — great for casual outings and lounging.,https://www.ajio.com/oxxo-slim-fit-city-shorts-with-insert-pockets/p/469194977_yellow,yellow,Women,
Hailys Tank Top with Lace Accent,1299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230517/ca76/6464bd32d55b7d0c63bc8979/hailys_henna_brown_tank_top_with_lace_accent.jpg,294,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/hailys-tank-top-with-lace-accent/p/469313843_henna,henna,Women,
Koton Floral Print Crew-Neck Crop T-shirt,1099,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20220921/j9Ki/632b27f6f997dd1f8d1180f5/koton_black_floral_print_crew-neck_crop_t-shirt.jpg,345,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/koton-floral-print-crew-neck-crop-t-shirt/p/469253284_black,black,Women,
LC Waikiki Striped Top with Sweetheart Neckline,1199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/E92K/6380f4abaeb269659cb68f75/lc_waikiki_beige_striped_top_with_sweetheart_neckline.jpg,200,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/lc-waikiki-striped-top-with-sweetheart-neckline/p/469207539_beige,beige,Women,
Koton Cowl-Neck A-Line Dress,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230517/JVkR/6464d254d55b7d0c63bd6f4f/koton_black_cowl-neck_a-line_dress.jpg,300,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-cowl-neck-a-line-dress/p/469388695_black,black,Women,
TRENDYOL Round-Neck Fit & Flare Dress with Cutout,1999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221125/c1iq/6380f782f997ddfdbd9ef2d7/trendyol_black_round-neck_fit_%26_flare_dress_with_cutout.jpg,359,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/trendyol-round-neck-fit--flare-dress-with-cutout/p/469304749_black,black,Women,
Mavi Men Printed Regular Fit Crew-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/qEzJ/65e7302f16fd2c6e6a3d1f0b/mavi_blue_men_printed_regular_fit_crew-neck_t-shirt.jpg,206,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-men-printed-regular-fit-crew-neck-t-shirt/p/469608441_royalblue,royalblue,Men,
Y-LONDON Floral Print Wrap Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/Y7oy/6373c536f997ddfdbd76bae6/y-london_blue_floral_print_wrap_dress.jpg,259,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-floral-print-wrap-dress/p/469371949_blue,blue,Women,
TRENDYOL Hoodie with Doctor Sleeves,2199,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221012/nSpJ/6346d251f997ddfdbd237a0c/trendyol_black_hoodie_with_doctor_sleeves.jpg,245,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-hoodie-with-doctor-sleeves/p/469038649_black,black,Women,
I Saw It First Crop Top & V-wrap Waist Leggings Co-Ord Set,1799,Clothing,Suit Sets,https://assets.ajio.com/medias/sys_master/root/20220912/dkby/631f5979f997dd1f8df7b521/i_saw_it_first_black_crop_top_%26_v-wrap_waist_leggings_co-ord_set.jpg,166,Premium quality Suit Sets at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/i-saw-it-first-crop-top--v-wrap-waist-leggings-co-ord-set/p/469180010_black,black,Women,
Mavi Men Printed Regular Fit Crew-Neck T-Shirt,1299,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/yNw8/65e72e5705ac7d77bb98937b/mavi_black_men_printed_regular_fit_crew-neck_t-shirt.jpg,291,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-men-printed-regular-fit-crew-neck-t-shirt/p/469608446_black,black,Men,
Colin's Hoodie with Kangaroo Pocket,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230516/ZEb9/6463a630d55b7d0c63b9bc22/colin%27s_green_hoodie_with_kangaroo_pocket.jpg,381,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/colin-s-hoodie-with-kangaroo-pocket/p/469348095_green,green,Women,
Mavi Men Typographic Print Regular Fit Crew-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/NeiZ/65e72e5216fd2c6e6a3d13e9/mavi_blue_men_typographic_print_regular_fit_crew-neck_t-shirt.jpg,275,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-men-typographic-print-regular-fit-crew-neck-t-shirt/p/469608457_blue,blue,Men,
Glamorous Floral Print Tiered Dress with Cuffed Sleeves,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/80Du/65032628afa4cf41f5e51c0c/glamorous_pink_floral_print_tiered_dress_with_cuffed_sleeves.jpg,378,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-floral-print-tiered-dress-with-cuffed-sleeves/p/460971942_printed,printed,Women,
Oxxo Ribbed V-neck Top with Smocked Hem,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/pBwn/6466442742f9e729d797d0b7/oxxo_yellow_ribbed_v-neck_top_with_smocked_hem.jpg,367,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-v-neck-top-with-smocked-hem/p/469151015_ltyellow,ltyellow,Women,
I Saw It First Trucker Jacket with Flap Pockets,2499,Clothing,Jackets & Coats,https://assets.ajio.com/medias/sys_master/root/20230517/Z7d9/6464ed7642f9e729d791b7c8/i_saw_it_first_sage_green_trucker_jacket_with_flap_pockets.jpg,257,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/i-saw-it-first-trucker-jacket-with-flap-pockets/p/469389101_sage,sage,Women,
Glamorous A-line Dress with Spread Collar,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/MnVa/65032e15afa4cf41f5e547e1/glamorous_maroon_a-line_dress_with_spread_collar.jpg,283,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-a-line-dress-with-spread-collar/p/460971897_wine,wine,Women,
Oxxo V-neck Tie-Front Top,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/xLiu/6380df9ff997ddfdbd9e0f01/oxxo_beige_v-neck_tie-front_top.jpg,371,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-v-neck-tie-front-top/p/469291403_beige,beige,Women,
TRENDYOL Shift Dress with Notched Lapel,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230518/afl9/6466485ed55b7d0c63c40556/trendyol_blue_shift_dress_with_notched_lapel.jpg,303,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/trendyol-shift-dress-with-notched-lapel/p/460848729_navyblue,navyblue,Women,
Y-LONDON Strappy Off-Shoulder A-Line Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221114/zWtg/637263b5aeb269659c8becb0/y-london_pink_strappy_off-shoulder_a-line_dress.jpg,321,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-strappy-off-shoulder-a-line-dress/p/469371961_fuchsia,fuchsia,Women,
Y-LONDON Ruffled Jumpsuit with Button Placket,2799,Clothing,Jumpsuits &Playsuits,https://assets.ajio.com/medias/sys_master/root/20221116/Drwo/6373e072f997ddfdbd77531a/y-london_brown_ruffled_jumpsuit_with_button_placket.jpg,250,Premium quality Jumpsuits &Playsuits at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/y-london-ruffled-jumpsuit-with-button-placket/p/469372063_taupe,taupe,Women,
Oxxo Reptilian Pattern Straight Skirt,2299,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/juUA/6380eb36f997ddfdbd9e7d49/oxxo_black_reptilian_pattern_straight_skirt.jpg,236,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-reptilian-pattern-straight-skirt/p/469291113_black,black,Women,
Mavi Women Graphic Print Regular Fit Round-Neck T-Shirt,1199,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/IwQx/65e72d7e16fd2c6e6a3d10c0/mavi_white_women_graphic_print_regular_fit_round-neck_t-shirt.jpg,359,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-women-graphic-print-regular-fit-round-neck-t-shirt/p/469608555_white,white,Men,
Mavi Men Typographic Print Regular Fit Crew-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/RmTS/65e72d7605ac7d77bb988f19/mavi_black_men_typographic_print_regular_fit_crew-neck_t-shirt.jpg,371,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-men-typographic-print-regular-fit-crew-neck-t-shirt/p/469608452_black,black,Men,
Oxxo Hoodie with Concealed Placket,2999,Clothing,Jackets & Coats,https://assets.ajio.com/medias/sys_master/root/20230518/VKAq/646651a142f9e729d798287a/oxxo_yellow_hoodie_with_concealed_placket.jpg,385,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/oxxo-hoodie-with-concealed-placket/p/469291329_yellow,yellow,Women,
TALLY WEiJL Lace Crop Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20220722/H0wb/62d99df4aeb26921af8d6594/tally_weijl_blue_lace_crop_top.jpg,185,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/tally-weijl-lace-crop-top/p/469231264_blue,blue,Women,
Oxxo Halter-Neck Fit & Flare Dress,3099,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221125/5A8R/6380e6a8f997ddfdbd9e5379/oxxo_white_halter-neck_fit_%26_flare_dress.jpg,371,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-halter-neck-fit--flare-dress/p/469291200_white,white,Women,
Colin's Slim Fit Turtleneck Pullover,2299,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230516/2lhE/6463bdbdd55b7d0c63ba5b98/colin%27s_blue_slim_fit_turtleneck_pullover.jpg,145,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/colin-s-slim-fit-turtleneck-pullover/p/469347867_bluemelange,bluemelange,Women,
Y-LONDON Striped Sheath Dress with Insert Pockets,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/PZgc/6373ad56f997ddfdbd76347f/y-london_white_striped_sheath_dress_with_insert_pockets.jpg,310,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-striped-sheath-dress-with-insert-pockets/p/469371967_whitebeige,whitebeige,Women,
Oxxo Hooded Trench Coat with Flap Pockets,3299,Clothing,Jackets & Coats,https://assets.ajio.com/medias/sys_master/root/20230518/vz75/64665323d55b7d0c63c441fa/oxxo_yellow_hooded_trench_coat_with_flap_pockets.jpg,288,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/oxxo-hooded-trench-coat-with-flap-pockets/p/469291328_yellow,yellow,Women,
Oxxo Floral Print Strappy A-line Dress,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221125/Yr9P/6380d821aeb269659cb58bff/oxxo_maroon_floral_print_strappy_a-line_dress.jpg,165,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-floral-print-strappy-a-line-dress/p/469290964_purple,purple,Women,
I Saw It First Splodge Print Front Split Midi Skirt,1799,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20220912/eK97/631f500eaeb269dbb383c647/i_saw_it_first_green_splodge_print_front_split_midi_skirt.jpg,388,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/i-saw-it-first-splodge-print-front-split-midi-skirt/p/469179920_green,green,Women,
Mavi Men Graphic Print Regular Fit Round-Neck T-Shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240304/4xQi/65e5dcd516fd2c6e6a397b32/mavi_white_men_graphic_print_regular_fit_round-neck_t-shirt.jpg,225,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-men-graphic-print-regular-fit-round-neck-t-shirt/p/469608479_white,white,Men,
LC Waikiki Printed Sleeveless Halter-Neck Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221012/ihjp/6346dd15f997ddfdbd23d213/lc_waikiki_off-white_%26_green_printed_sleeveless_halter-neck_top.jpg,297,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/lc-waikiki-printed-sleeveless-halter-neck-top/p/469231065_green,green,Women,
Mavi Men Regular Fit Crew-Neck T-Shirt,1499,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240305/XB9L/65e7302b16fd2c6e6a3d1e53/mavi_white_men_regular_fit_crew-neck_t-shirt.jpg,273,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/mavi-men-regular-fit-crew-neck-t-shirt/p/469608460_white,white,Men,
Xint Embellished Bodycon Dress,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/lVET/65032889afa4cf41f5e5274c/xint_black_embellished_bodycon_dress.jpg,266,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/xint-embellished-bodycon-dress/p/469396151_black,black,Women,
Koton Knitted Round-Neck T-shirt,1099,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20220912/QakL/631f5633f997dd1f8df79b21/koton_white_knitted_round-neck_t-shirt.jpg,175,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/koton-knitted-round-neck-t-shirt/p/469167826_offwhite,offwhite,Women,
Mavi Women Lightly Washed Bootcut Jeans,3199,Clothing,Jeans & Jeggings,https://assets.ajio.com/medias/sys_master/root/20240304/ClsJ/65e5e09516fd2c6e6a39938a/mavi_blue_women_lightly_washed_bootcut_jeans.jpg,226,Stylish jeans with a comfortable fit and durable fabric — a wardrobe essential.,https://www.ajio.com/mavi-women-lightly-washed-bootcut-jeans/p/469187575_denimblue,denimblue,Men,
Sateen Striped Square-Neck Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230720/qvUn/64b9522ea9b42d15c965731c/sateen_turquoise_green_striped_square-neck_top.jpg,348,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/sateen-striped-square-neck-top/p/469049779_turquoisegreen,turquoisegreen,Women,
Colin's Hoodie with Ribbed Hems,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230516/GDaN/6463aa80d55b7d0c63b9df07/colin%27s_black_hoodie_with_ribbed_hems.jpg,245,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/colin-s-hoodie-with-ribbed-hems/p/469347923_black,black,Women,
